SIC Code,Median_sales_domestic,Median_sales_global
7361,19.33738893,35.44502392
4449,142.4271634,162.4863705
6719,14.03018455,14.03018455
4959,111.6205058,111.6205058
5122,74.16814764,74.16814764
8062,121.7908407,178.7669173
2051,27.30362269,128.054067
7379,22.02864662,28.77493506
3083,59.44388243,17.07086808
2821,952.5805263,3200.584997
6726,131.6863431,305.9238551
7389,21.7207177,130.00311
6712,252.1331511,252.1331511
5812,14.03018455,14.03018455
7539,28.17698565,14.03018455
4731,93.35872864,128.4647984
7319,14.03018455,27.01595352
3827,469.8708817,551.8609569
8742,11.57849624,14.03018455
1522,45.098838,45.098838
8711,42.85719754,96.63293917
4119,36.62064252,36.62064252
5082,158.0325085,474.2920711
8999,7.992344498,21.73159262
5169,193.4218592,948.7686603
5092,252.1331511,252.1331511
8741,36.85989064,112.2962748
8748,6.062132604,14.03018455
6799,16.74072454,29.41417635
6552,75.63994532,77.28682843
5099,28.70556391,42.73209843
2086,44.71120984,1761.651661
751,6012.838469,6012.838469
4489,30.97353383,30.97353383
4789,66.30430622,75.63994532
5813,14.03018455,14.03018455
3241,206.7260834,252.1331511
7371,14.03018455,12.48360902
5049,41.93012987,393.0816405
7311,112.2988653,122619.8266
4899,58.40956938,178.7669173
5065,131.2268079,1385.178141
9721,178.7669173,178.7669173
5113,56.24532468,234.9996104
3731,119.089542,119.089542
4499,163.5051265,163.5051265
5013,57.29979494,753.3157211
5621,3431.542201,3431.542201
5149,119.6794532,331.3272727
5085,72.23458647,980.1786056
8011,119.089542,119.089542
6531,32.01613124,35.92617908
3999,9.828571429,46.66072454
8111,191.6616951,62.00956938
5084,62.19609706,515.7735817
3315,1249.786617,997.3249624
3533,465.5775803,194.0583732
7359,36.70047847,72.47695147
5039,53.13793575,53.71809979
6411,22.17804511,814.4439918
4225,124.2223377,171.7812714
3841,61.98962406,49.867054
5999,86.37108681,153.0917293
2519,9.646568694,9.646568694
7374,9.012631579,14.15326042
5944,18.44047847,18.44047847
7623,58.8374026,58.8374026
4724,60.72228982,46.98274094
1799,31.17130554,36.60508544
7231,9.454340396,8.160082023
5199,205.9794532,285.8467601
8611,16.95269993,16.95269993
6733,14.03018455,9.22632946
8731,16.85073137,20.14830485
5111,50.86794258,162.4008202
6159,34.07140123,163305.4578
4492,2856.635707,3219.142871
7011,310.9994258,427.7694874
5172,1648.05661,698.0843336
2048,175.3773069,14.03018455
2834,133.5967191,479.6122215
3531,92.96514012,93.89479152
7812,14.03018455,14.03018455
6399,98.17532468,30020.612
5032,130.0330349,75.18887902
5012,114.0580998,188.6873548
5031,79.40429255,252.1331511
7699,52.2593028,270.0640807
3669,49.46939166,142.6315789
5182,56.31551606,56.31551606
3273,3898.435557,5850.53218
5143,17.17812714,17.17812714
8743,21.99449077,140.287717
2759,32.29972659,32.29972659
4911,107.2568694,107.2568694
7349,14.03018455,14.03018455
5063,96.66967874,856.6750103
5023,53.15879699,28.55940533
3545,200.5136569,246.9829187
9621,178.7669173,178.7669173
8099,26.31476418,19.17559809
5194,432.6794258,607.7038824
5047,100.8498154,1706.488025
5046,38.92779221,28.75386193
8351,14.03018455,14.03018455
2819,651.3994463,2668.278346
4226,23.10922761,23.10922761
3599,111.6961176,588.5052632
6099,44.95146958,855.0453725
5181,350.7546138,350.7546138
2673,35.53383459,99.98600137
5045,44.29254956,434.4634313
5192,30.97553657,44.55290499
5051,187.8126316,266.7179357
6289,14.03018455,14.03018455
6798,71.89263158,71.89263158
7373,35.07546138,91.10694463
3911,14.03018455,14.03018455
2521,23.85461381,23.85461381
5499,14.03018455,14.03018455
5712,30.44637047,30.44637047
3674,240.7521531,1537.575393
1382,128.3652221,128.3652221
1611,53.13793575,53.13793575
1542,70.59084074,43.22755981
7384,15.89151059,59.34996582
6722,56.78851675,56.78851675
3625,78.93371155,78.93371155
6512,2964.160943,9890.508585
7376,43.85782638,816.4600273
8361,6.86102529,6.86102529
1711,100.0086329,181.345229
5072,50.71591934,195.5342994
5052,2273.238168,287.116432
3471,78.43118934,46.33178401
5162,174.7038893,1489.322953
5961,42.88721805,42.88721805
3873,140.3133288,140.3133288
3643,274.4916473,805.8804375
5087,88.32466849,183.3187286
7997,38.14838004,38.14838004
5963,84.23335612,14.03018455
7822,100.1859193,138.7785099
8249,21.73159262,21.73159262
3565,40.20344498,34.72449761
8699,87.78758715,87.78758715
3679,327.5741832,226.0102461
3842,61.05403964,633.1203008
3011,3458.812919,23.37995899
6141,149.1226726,250.337676
8732,23.03537936,55.7331784
831,426.7893917,426.7893917
5734,43.31654135,577.5932878
4522,64.15618592,64.15618592
4141,18.93179768,18.93179768
2512,26.87509228,22.57819549
7336,9.271209843,10.00143541
7999,14.03018455,14.03018455
3677,432.3840602,14361.98366
5088,92.00757348,145.9212919
5932,14.03018455,14.03018455
2013,32.24805195,32.24805195
3561,80.74652085,197.9862064
3843,14.03018455,3933.426781
7381,117.0432194,178.7669173
3621,124.9530144,630.25635
2611,24.19739576,329.8910595
8331,52.01904306,178.7669173
3536,964.6520096,1589.960875
3084,379.809542,6.234073821
1389,58.77450444,114.1665072
1629,115.1319207,428.0750103
6794,24.16218729,24.56400547
8744,113.9437321,331.8958988
3356,276.8595489,610.6372932
7342,48.65168831,148.9806425
2452,50.44429255,50.44429255
4813,87.00460697,65.57231716
2011,14.03018455,14.03018455
5191,116.3046958,85.3010663
5044,175.3773069,464.5742994
2851,111.9039234,175.3397949
8713,20.35147642,22.83190021
5153,429.7418865,3375.250854
8221,178.7669173,178.7669173
3491,290.9450649,16914.24562
5094,80.04669856,85.76431989
6519,1924.543636,1924.543636
5511,1770.612433,6528.773698
3829,154.1751743,69.55662338
3443,297.289255,211.432782
8299,14.30162679,14.30162679
5145,62.07546138,141.2885851
1771,353.0068353,808.1264525
3559,70.63874231,142.399918
2899,262.3019002,497.7800752
1731,118.4971429,130.5751059
5699,21.01134655,137.8427614
1791,14.03018455,14.03018455
5411,296.5764867,444.9971292
5531,50.64896104,33.23417635
9121,178.7669173,178.7669173
6351,177.0633766,121203.0075
3714,47.17183869,229.5502392
3728,342.6704033,342.6704033
2033,208.5383049,208.5383049
3822,53.53569378,213.2852358
3823,113.0117977,3846.760171
6211,26.49897471,252.1331511
6321,32.52574163,14.03018455
5021,37.72683527,26.33779904
3089,326.6051128,107.3372522
2299,131.1276213,1836.02676
2836,125.1043882,10170.30759
1541,150.5802187,150.5802187
4953,111.6205058,133.944607
3826,66.25112782,66.25112782
3339,788.9054819,788.9054819
7363,14.03018455,14.03018455
2869,1425.92093,24543.0203
5441,16.05604921,16.05604921
5142,20.71816815,20.71816815
2677,17.22087491,17.22087491
5651,59.9203691,78.1469583
5942,87.20218729,162.7572659
3411,133.1319207,111.6205058
1381,766.4516951,29.00939166
3861,56.99043062,559.6903623
3577,1066.548954,9812.656528
5131,43.20710868,38.88639781
7383,26.39808612,2643.403541
5148,105.8800273,111.4508817
2064,119.0052768,211.12
4581,260.315311,2369.926097
4812,24.58339029,24.58339029
5033,25.67539303,137.7125496
7832,141.2617908,141.2617908
3799,223.656555,68.73250171
8244,14.03018455,14.30162679
7372,17.01129187,30.70876282
3541,181.2095147,216.0927068
6331,76.01131921,12.09711552
3519,480.9393096,480.9393096
3069,105.6072522,189.1401709
3449,36.11729323,142.3397129
5074,186.5431374,1878.029275
4512,67.75464798,53.1055434
2023,195.156391,2071.921969
3851,380.8906562,5607.333206
3441,500.8236705,972.7677375
2653,2351.983486,2351.983486
1741,120.4028708,448.930704
6029,643.2708202,8045.869091
3572,836.0218729,36140.40982
2095,211.12,236.6991251
2399,12.35148325,99.32647984
7382,20.704689,33.88985646
8071,52.11602187,100.0183527
3571,81.48478469,102.5751128
3634,36.11729323,36.11729323
5399,1298.053329,7654.393055
3812,299.943028,150.6108134
2439,414.9227136,1653.473541
7538,8.888038278,6.391866029
3672,347.1486056,2215.273096
2731,68.69774436,68.69774436
5722,224.8357348,224.504231
3272,228.8962816,1468.983431
2038,1491.110342,1491.110342
1311,84.79562543,238.9536432
5947,14.03018455,14.03018455
6163,20.89350649,63.67771018
7377,57.91050581,57.91050581
7299,10.11100478,18.12535885
8733,178.7669173,187.4330144
9199,178.7669173,178.7669173
3556,19.33580314,42202.22377
4011,1587.315249,10791.72337
2211,949.079419,75.3428093
3632,96.71989064,236.0909364
4961,39.42025974,121.0066986
4613,457.1248804,457.1248804
5912,23.07752563,35.30578264
4833,213.2473274,2993.021265
2099,48.41216678,48.41216678
3651,161.8164798,1021.996719
8721,5.262952837,5.262952837
2652,2535.87635,3727.162133
4971,46780.74361,51513.32103
3448,35.02597403,35.02597403
2259,56.7215311,56.7215311
3711,22.97380725,73.72885851
7261,14.03018455,14.03018455
6513,2964.160943,2964.160943
2298,938.029501,2478.113465
2721,19.28503076,14.03018455
3295,19799.80133,19799.80133
3825,271.7859398,4012.699009
4482,32.90567327,32.90567327
5141,44.81576213,299.702406
5941,21.17078606,31.26042379
742,8.167108681,8.167108681
3479,15.48454545,17.47777854
5064,61.44360902,171.9445933
5091,34.77006152,214.3564457
8021,14.03018455,14.03018455
5014,1212.042761,11040.33044
2741,25.74359535,35.99555707
2761,228.1365414,228.1365414
2079,180.3035065,15621.45549
4783,84.87108681,27.06312372
5541,876.9651401,876.9651401
2676,56.90567327,56.90567327
3053,112.2414764,202.8872317
7941,25.58323308,26.53958988
5139,179.3446206,22762.59681
1623,106.9736842,195.6067601
8243,29.9271702,34.97187286
3699,78.19770335,836.0218729
8422,178.7669173,178.7669173
8211,14.16590567,18.72930964
4412,6733.087362,54.21452495
6311,347.3201914,2385.368195
5093,425.189918,532.8575051
2035,39.8632946,39.8632946
3499,78.26,38.98470267
8069,178.7669173,178.7669173
5948,206.6703691,6042.67622
2672,272.0832126,272.0832126
4941,43498.69478,43498.69478
3724,105.4370472,23436.84211
2087,22.00328093,14.31551606
5943,928.5479699,5038.918619
5147,337.5796309,121.5286671
3495,5.757416268,3.507546138
6081,217.213944,338438.4393
3549,36.60795625,51.13041695
2841,832.0393985,1348.367546
2032,40.86807929,40.86807929
5159,268.4651948,838.3622556
3429,31.08171565,31.08171565
3569,64.58463431,64.58463431
5015,58.73774436,148.6675325
8734,48.54675325,111.1270745
5251,20.96514012,20.96514012
7514,28.89383459,14.23896104
2015,14.03018455,14.03018455
8399,405.287799,14655.21053
2621,777.8147642,1224.390267
1499,10.1822283,10.1822283
5137,226.8747573,531.6502051
7378,21.17922078,105.8856869
4841,150.0064388,1057.301483
3613,14.03018455,116.7108681
3544,36.85987697,36.85987697
3312,294.7473684,338.5377512
6282,64.59814764,127.5898565
5154,61.32447027,70.92481203
7819,18.27881066,18.27881066
1742,100.1445933,110.9089337
1622,34.59412167,34.59412167
4725,90.23882433,1080.475913
4215,10.02787423,10.02787423
3751,670.302987,670.302987
3944,61.58537936,61.58537936
3624,36.29940533,389.436432
3469,78.99931647,119.1791456
5995,14.03018455,121.4560629
8641,18.14838004,20.20710868
3548,64.06034176,64.06034176
8712,28.23792208,22.51622693
7353,85.80760082,220.709836
3663,27.79568694,7.54076555
3412,242.5694532,14880.90792
3534,1089.44946,21048.36108
4612,412.9243336,13457.12762
7375,16.41602187,204.0090226
3564,140.3018455,15.61788107
5043,178.6694327,5565.90514
7991,14.03018455,7.787922078
4212,175.3773069,87.72783322
7219,14.03018455,14.03018455
5078,81.80544087,440.1077239
5112,31.37922761,22.38208476
5946,180.4240807,34.88431989
2542,602.1958442,19903.84608
2822,127.311121,130.5782638
7549,340.787177,4162.840971
7629,37.80437457,30725.11962
3821,75.90071087,581.5097471
6221,68.37454545,252.1331511
5083,88.75853725,37.13622693
5945,10.62157211,4015.964983
5984,174.3473548,174.3473548
7313,52.54135338,3006.790308
5311,911.2789064,911.2789064
3086,189.9244839,86.62627478
2842,22.48051948,22.48051948
7513,94.66380041,28.89383459
2024,1073.242242,1073.242242
5136,247.4289132,1414.450895
7993,33.07455229,5.863943951
6553,683.9501846,2097.094655
2599,28.68004101,13.25256323
3535,50.99521531,103.0103349
2992,927.120082,927.120082
5146,101.7991251,82.44045113
7041,99.93231716,97.13476418
5144,23.04996582,23.04996582
3532,175.3773069,128.4647984
5048,237.6225974,11173.05397
6371,45.45334245,1805.466753
2844,60.04698565,57.5734108
2732,16.59745728,16.59745728
3433,349.7257553,3275.949802
2813,175.3773069,6970.461326
1761,6702.186541,139.0140465
2511,282.4270335,282.4270335
5198,45.38630212,83.66811347
7996,57.47755981,100.8585578
5075,85.8163363,1497.804005
5599,57.29979494,57.29979494
3694,37.63924129,4672.050588
5719,26.64483937,36.48270677
3444,174.9185373,55575.65427
7323,452.3821326,452.3821326
3442,25.93153794,36.11729323
3691,674.6142515,22239.98552
7922,15.24325359,25.25644566
5641,69.76170882,69.76170882
2066,2524.997245,6368.660287
1521,353.0068353,353.0068353
6231,14.03018455,14.03018455
2911,2153.830219,35054.3746
781,23.22202324,83.58173616
2076,319.9542242,24499.29863
3589,87.50226247,219.3904375
2679,82.86578264,560.0139371
2098,59.03725222,59.03725222
2092,30.45436774,1219.87393
5714,78.95591251,78.95591251
4491,162.5373206,1004.876883
2326,4.00202324,4.00202324
4513,1396.683541,697400.5952
7021,33.80034176,58.28667122
2711,110.5895147,10930.99584
2514,29.41558442,46.70690362
3949,4390.601094,31012.10137
1531,16383.17846,33605.11069
6153,47.54149009,33.55658237
1721,464.5321668,853.5673137
3652,1025.315837,1025.315837
1796,234.8930212,416.0134245
3562,50.43771702,24203.81233
5561,64.01093643,64.01093643
3431,15.01994532,15.01994532
4111,178.7669173,178.7669173
4121,18866.88301,18866.88301
6162,30.9438756,9745.212638
181,14.03018455,14.03018455
2657,1307.537416,1307.537416
3432,39178.00673,98210.14198
6324,14.03018455,14.03018455
179,127.2939508,127.2939508
5551,124.910663,143.0301435
851,7.289842789,298.471866
7322,6.49797676,9.357744361
3061,175.3773069,4282.899248
8412,24.55282297,24.55282297
9311,178.7669173,178.7669173
5421,39.36527683,40.91209843
9111,178.7669173,178.7669173
4222,38.39597403,2878.773377
2329,588.7325837,600.6607314
2253,40.36076555,40.36076555
8322,17.19343814,17.19343814
8059,14.03018455,14.03018455
9711,178.7669173,178.7669173
7312,256.1861654,17023.71155
5731,36.17443609,91.48836637
3494,127.2686671,171.5302802
9221,827.7908407,827.7908407
3452,36.95866712,31.91246753
273,4.592686261,4.592686261
161,1,1
4729,10.70133971,23.48000684
2671,90.72679426,4.618578264
8661,14.93547505,14.93547505
7521,171.7812714,171.7812714
1795,39.1904853,14.03018455
2951,14.03018455,14.03018455
5921,63.56998633,63.56998633
7331,124.0499522,59.3709501
7622,73.84943267,424807.1191
711,8.167108681,232.0816815
8621,58.00609706,58.00609706
4214,929.0187286,929.0187286
7338,6.117737526,6.117737526
2879,2998.888476,2998.888476
2034,81957.7553,455.830745
5193,14.03018455,14.03018455
2893,322.1930895,15590.00894
3542,179.2294053,3545.319624
9224,211.051907,211.051907
1752,81.23629528,81.23629528
3511,25.71619959,8.372481203
2515,14.03018455,14.03018455
5713,24.65440875,24.65440875
3489,133.0816678,133.0816678
8222,96.39855092,96.39855092
1411,14.03018455,14.03018455
2281,1066.914149,129.3404921
